num,before,after_train,after_eva,after_test,id,lr,delta
1,0.102,0.955,0.902,0.885,1,0.000100
2,0.101,0.775,0.734,0.736,2,0.000100
3,0.100,0.952,0.889,0.883,3,0.000100
4,0.100,0.867,0.815,0.811,4,0.000100
5,0.102,0.858,0.806,0.797,5,0.000100
6,0.098,0.868,0.821,0.819,6,0.000100
7,0.100,0.954,0.893,0.889,7,0.000100
8,0.100,0.951,0.890,0.886,8,0.000100
9,0.101,0.760,0.720,0.713,9,0.000100
10,0.100,0.953,0.893,0.887,10,0.000100
11,0.100,0.858,0.817,0.807,11,0.000100
12,0.101,0.950,0.890,0.882,12,0.000100
1,0.100,0.960,0.895,0.887,11,0.000100
2,0.101,0.957,0.897,0.888,13,0.000100
3,0.100,0.955,0.896,0.888,8,0.000100
4,0.101,0.959,0.898,0.893,6,0.000100
5,0.095,0.957,0.895,0.890,14,0.000100
6,0.102,0.960,0.898,0.893,15,0.000100
7,0.098,0.959,0.900,0.890,7,0.000100
8,0.098,0.958,0.896,0.887,3,0.000100
9,0.101,0.953,0.895,0.887,1,0.000100
10,0.098,0.955,0.898,0.886,10,0.000100
11,0.098,0.862,0.810,0.802,16,0.000100
12,0.100,0.958,0.893,0.890,17,0.000100
1,0.098,0.963,0.896,0.890,1,0.000100
2,0.100,0.956,0.898,0.888,16,0.000100
3,0.095,0.962,0.901,0.891,13,0.000100
4,0.095,0.957,0.895,0.888,14,0.000100
5,0.102,0.963,0.896,0.890,18,0.000100
6,0.102,0.959,0.897,0.889,19,0.000100
7,0.098,0.960,0.900,0.893,15,0.000100
8,0.095,0.963,0.897,0.893,3,0.000100
9,0.102,0.960,0.897,0.891,20,0.000100
10,0.102,0.958,0.897,0.888,7,0.000100
11,0.095,0.957,0.897,0.890,6,0.000100
12,0.102,0.956,0.896,0.891,21,0.000100
13,0.101,0.959,0.892,0.875,22,0.000100
1,0.101,0.967,0.885,0.876,3,0.000100
2,0.098,0.961,0.885,0.879,18,0.000100
3,0.095,0.962,0.885,0.877,16,0.000100
4,0.098,0.966,0.883,0.878,7,0.000100
5,0.098,0.962,0.883,0.875,23,0.000100
6,0.098,0.970,0.887,0.883,24,0.000100
7,0.086,0.961,0.886,0.880,15,0.000100
8,0.102,0.964,0.885,0.876,20,0.000100
9,0.100,0.962,0.882,0.880,25,0.000100
10,0.095,0.964,0.880,0.879,26,0.000100
11,0.101,0.956,0.882,0.875,13,0.000100
12,0.100,0.964,0.882,0.874,19,0.000100
13,0.102,0.964,0.885,0.878,27,0.000100
1,0.098,0.964,0.887,0.878,16,0.000100
2,0.094,0.960,0.883,0.878,28,0.000100
3,0.097,0.968,0.888,0.877,27,0.000100
4,0.103,0.959,0.883,0.873,13,0.000100
5,0.076,1.000,0.922,0.909,15,0.000010
6,0.103,1.000,0.915,0.907,3,0.000010
7,0.102,1.000,0.914,0.911,29,0.000010
8,0.095,1.000,0.916,0.910,30,0.000010
9,0.098,1.000,0.917,0.911,31,0.000010
10,0.095,1.000,0.919,0.909,24,0.000010
11,0.104,1.000,0.917,0.905,7,0.000010
12,0.098,1.000,0.920,0.912,32,0.000010
1,0.102,1.000,0.918,0.909,16,0.000010
2,0.089,1.000,0.919,0.910,28,0.000010
3,0.065,1.000,0.917,0.911,27,0.000010
4,0.099,1.000,0.916,0.908,13,0.000010
5,0.095,1.000,0.920,0.916,32,0.000010
6,0.102,1.000,0.922,0.916,24,0.000010
7,0.100,1.000,0.919,0.911,33,0.000010
8,0.100,1.000,0.919,0.916,15,0.000010
9,0.098,1.000,0.924,0.914,31,0.000010
10,0.095,1.000,0.919,0.912,34,0.000010
11,0.100,1.000,0.917,0.914,35,0.000010
12,0.101,1.000,0.918,0.910,36,0.000010
1,0.101,1.000,0.921,0.911,27,0.000010
2,0.102,1.000,0.924,0.916,13,0.000010
3,0.102,1.000,0.920,0.913,28,0.000010
4,0.102,1.000,0.920,0.914,16,0.000010
5,0.101,1.000,0.918,0.908,37,0.000010
6,0.101,1.000,0.922,0.915,24,0.000010
7,0.098,1.000,0.918,0.910,38,0.000010
8,0.100,1.000,0.920,0.913,39,0.000010
9,0.101,1.000,0.929,0.919,31,0.000010
10,0.102,1.000,0.921,0.918,32,0.000010
11,0.101,1.000,0.917,0.912,40,0.000010
12,0.095,1.000,0.918,0.913,41,0.000010
13,0.098,1.000,0.918,0.914,42,0.000010
1,0.102,1.000,0.923,0.915,16,0.000010
2,0.100,1.000,0.921,0.913,28,0.000010
3,0.101,1.000,0.920,0.909,43,0.000010
4,0.098,1.000,0.922,0.914,24,0.000010
5,0.100,1.000,0.922,0.916,39,0.000010
6,0.102,1.000,0.922,0.915,13,0.000010
7,0.098,1.000,0.924,0.915,27,0.000010
8,0.102,1.000,0.914,0.907,44,0.000010
